"transcript_id","Start","End","Strand","Length","eh.head.S1.bam","eh.head.S2.bam","eh.head.S3.bam","eh.mid.S4.bam","eh.mid.S5.bam","eh.mid.S6.bam"
"TRINITY_DN77262_c0_g1_i1",1,717,"+",717,0,22,62,5,2,0
"TRINITY_DN77262_c0_g2_i3",1,994,"+",994,0,10,324,11,18,15
"TRINITY_DN77262_c0_g2_i4",1,923,"+",923,0,3,307,9,24,9
"TRINITY_DN77262_c1_g1_i2",1,228,"+",228,0,0,3,0,0,0
"TRINITY_DN77262_c1_g1_i3",1,473,"+",473,0,0,3,0,0,2
"TRINITY_DN77262_c1_g1_i6",1,463,"+",463,0,0,11,0,0,0
"TRINITY_DN77262_c1_g1_i8",1,575,"+",575,0,0,15,0,0,0
"TRINITY_DN77262_c1_g2_i2",1,356,"+",356,0,0,9,0,0,0
"TRINITY_DN77262_c1_g3_i1",1,892,"+",892,0,0,16,0,4,0
"TRINITY_DN77262_c1_g4_i1",1,1240,"+",1240,0,18,100,4,47,12
"TRINITY_DN77262_c1_g5_i1",1,256,"+",256,0,13,15,7,17,3
"TRINITY_DN77263_c0_g1_i2",1,633,"+",633,0,11,38,38,20,34
"TRINITY_DN77263_c0_g1_i4",1,460,"+",460,0,4,15,27,11,17
"TRINITY_DN77263_c0_g2_i6",1,1229,"+",1229,0,50,179,182,197,129
"TRINITY_DN77263_c0_g3_i9",1,1387,"+",1387,0,10,111,55,107,237
"TRINITY_DN77263_c1_g1_i1",1,683,"+",683,0,0,5,6,4,4
"TRINITY_DN77267_c0_g5_i5",1,1849,"+",1849,0,44,259,142,191,92
"TRINITY_DN77269_c0_g1_i4",1,516,"+",516,0,440,40,33,20,39
"TRINITY_DN77269_c0_g1_i9",1,1646,"+",1646,0,427,298,299,201,460
"TRINITY_DN77269_c1_g1_i1",1,226,"+",226,0,0,0,0,0,7
"TRINITY_DN77270_c1_g1_i1",1,357,"+",357,0,0,0,0,3,0
"TRINITY_DN77270_c1_g1_i2",1,297,"+",297,0,6,0,2,0,0
"TRINITY_DN77270_c2_g1_i1",1,202,"+",202,0,0,4,0,2,0
"TRINITY_DN77270_c2_g5_i1",1,1727,"+",1727,0,18,158,55,91,33
"TRINITY_DN77271_c1_g1_i1",1,830,"+",830,0,59,39,50,47,24
"TRINITY_DN77271_c1_g1_i3",1,373,"+",373,0,0,6,6,10,3
"TRINITY_DN77271_c1_g1_i4",1,674,"+",674,0,4,43,22,32,227
"TRINITY_DN77271_c1_g1_i9",1,649,"+",649,0,0,30,14,57,13
"TRINITY_DN77271_c1_g2_i3",1,604,"+",604,0,0,11,0,19,0
"TRINITY_DN77271_c1_g2_i5",1,518,"+",518,0,0,15,13,28,4
"TRINITY_DN77271_c1_g2_i7",1,630,"+",630,0,0,9,5,15,3
"TRINITY_DN77271_c1_g4_i2",1,405,"+",405,0,0,4,0,4,0
"TRINITY_DN77271_c1_g5_i1",1,286,"+",286,0,0,0,0,9,10
"TRINITY_DN77271_c1_g6_i2",1,743,"+",743,0,4,194,17,102,34
"TRINITY_DN77271_c1_g6_i3",1,670,"+",670,0,5,169,16,92,31
"TRINITY_DN77271_c2_g1_i9",1,1708,"+",1708,0,0,60,36,116,48
"TRINITY_DN77271_c2_g2_i1",1,436,"+",436,0,0,29,18,4,25
"TRINITY_DN77275_c0_g1_i1",1,269,"+",269,0,0,0,0,6,0
"TRINITY_DN77275_c0_g2_i1",1,251,"+",251,0,0,0,0,0,0
"TRINITY_DN77275_c3_g4_i2",1,1243,"+",1243,0,91,236,259,329,281
"TRINITY_DN77276_c1_g1_i3",1,917,"+",917,0,160,449,1410,577,1037
"TRINITY_DN77276_c1_g1_i4",1,1009,"+",1009,0,386,525,1828,680,1741
"TRINITY_DN77279_c5_g1_i1",1,774,"+",774,0,9,169,75,92,46
"TRINITY_DN77280_c0_g2_i2",1,782,"+",782,0,476,5654,2160,8742,2333
"TRINITY_DN77280_c0_g2_i7",1,813,"+",813,0,1026,3841,4790,2300,1362
"TRINITY_DN77281_c0_g2_i1",1,227,"+",227,0,0,9,3,0,8
"TRINITY_DN77283_c1_g2_i3",1,2349,"+",2349,0,0,92,55,74,9
"TRINITY_DN77285_c1_g1_i1",1,290,"+",290,0,0,1,0,0,0
"TRINITY_DN77285_c1_g2_i1",1,955,"+",955,0,8,11,7,6,0
"TRINITY_DN77285_c2_g5_i3",1,1018,"+",1018,0,48,136,72,65,108
"TRINITY_DN77285_c2_g5_i5",1,268,"+",268,0,4,2,8,5,5
"TRINITY_DN77285_c2_g6_i2",1,440,"+",440,0,8,12,32,10,42
"TRINITY_DN77285_c2_g8_i1",1,730,"+",730,0,111,82,323,137,121
"TRINITY_DN77286_c0_g1_i2",1,510,"+",510,0,2,143,28,29,40
"TRINITY_DN77286_c0_g2_i1",1,396,"+",396,0,17,96,36,83,41
"TRINITY_DN77288_c0_g2_i1",1,1131,"+",1131,0,0,10,11,8,0
"TRINITY_DN77288_c0_g2_i2",1,401,"+",401,0,13,18,8,12,178
"TRINITY_DN77288_c0_g2_i4",1,586,"+",586,0,0,7,0,0,0
"TRINITY_DN77288_c0_g2_i5",1,1016,"+",1016,0,0,12,10,36,0
"TRINITY_DN77290_c0_g1_i2",1,434,"+",434,0,21,198,15,20,14
"TRINITY_DN77290_c0_g1_i3",1,884,"+",884,0,16,102,48,33,53
"TRINITY_DN77291_c6_g2_i1",1,373,"+",373,0,0,4,1,0,8
"TRINITY_DN77292_c0_g3_i2",1,253,"+",253,0,0,2,0,2,0
"TRINITY_DN77292_c0_g3_i4",1,1461,"+",1461,0,3,50,7,50,28
"TRINITY_DN77292_c0_g3_i5",1,1961,"+",1961,0,56,138,38,46,20
"TRINITY_DN77294_c0_g1_i1",1,2454,"+",2454,0,0,89,10,50,36
"TRINITY_DN77302_c1_g2_i1",1,488,"+",488,0,2,6,7,7,0
"TRINITY_DN77302_c1_g2_i2",1,472,"+",472,0,0,1,0,10,0
"TRINITY_DN77302_c1_g5_i1",1,333,"+",333,0,0,10,0,5,1
"TRINITY_DN77303_c1_g1_i1",1,1804,"+",1804,0,14,242,78,116,22
"TRINITY_DN77305_c1_g4_i3",1,1252,"+",1252,0,20,117,80,97,68
"TRINITY_DN77306_c2_g2_i2",1,309,"+",309,0,11,48,118,51,91
"TRINITY_DN77308_c1_g2_i2",1,520,"+",520,0,0,59,68,116,24
"TRINITY_DN77310_c0_g2_i1",1,963,"+",963,0,2,26,1,6,0
"TRINITY_DN77310_c0_g2_i2",1,844,"+",844,0,7,13,0,5,0
"TRINITY_DN77310_c0_g3_i2",1,1757,"+",1757,0,15,71,50,37,18
"TRINITY_DN77310_c0_g4_i1",1,277,"+",277,0,0,1,0,1,0
"TRINITY_DN77310_c0_g4_i2",1,584,"+",584,0,0,4,0,8,0
"TRINITY_DN77310_c0_g6_i1",1,248,"+",248,0,6,53,71,40,40
"TRINITY_DN77311_c0_g1_i1",1,492,"+",492,0,3403,317,161,212,129
"TRINITY_DN77311_c0_g1_i10",1,1144,"+",1144,0,696,82,94,88,20
"TRINITY_DN77311_c0_g1_i2",1,749,"+",749,0,738,163,97,128,54
"TRINITY_DN77313_c0_g1_i3",1,1614,"+",1614,0,1,60,28,67,25
"TRINITY_DN77313_c0_g1_i4",1,1644,"+",1644,0,3,190,62,196,72
"TRINITY_DN77313_c0_g1_i9",1,1523,"+",1523,0,3,43,17,63,16
"TRINITY_DN77315_c0_g1_i1",1,3424,"+",3424,0,17,180,66,123,58
"TRINITY_DN77315_c0_g1_i2",1,3444,"+",3444,0,9,203,72,132,52
"TRINITY_DN77317_c1_g1_i10",1,1841,"+",1841,0,6,308,136,182,89
"TRINITY_DN77317_c1_g1_i5",1,2152,"+",2152,0,40,443,187,260,124
"TRINITY_DN77318_c0_g3_i2",1,1228,"+",1228,0,0,15,7,37,2
"TRINITY_DN77322_c1_g2_i1",1,1520,"+",1520,0,21,73,60,34,35
"TRINITY_DN77322_c1_g2_i2",1,591,"+",591,0,838,22,25,18,19
"TRINITY_DN77326_c0_g1_i1",1,655,"+",655,0,16,39,32,35,30
"TRINITY_DN77326_c0_g1_i10",1,416,"+",416,0,13,36,21,23,14
"TRINITY_DN77326_c0_g1_i11",1,322,"+",322,0,0,5,3,2,5
"TRINITY_DN77326_c0_g1_i13",1,1524,"+",1524,0,8,51,37,35,19
"TRINITY_DN77326_c0_g1_i5",1,574,"+",574,0,11,41,679,21,20
"TRINITY_DN77326_c0_g1_i6",1,515,"+",515,0,0,0,1,4,1
"TRINITY_DN77327_c2_g1_i10",1,1868,"+",1868,0,13,89,50,80,35
"TRINITY_DN77327_c2_g1_i13",1,602,"+",602,0,0,9,12,4,6
"TRINITY_DN77327_c2_g1_i2",1,665,"+",665,0,0,11,23,5,10
"TRINITY_DN77327_c2_g1_i3",1,1862,"+",1862,0,7,97,61,94,38
"TRINITY_DN77327_c2_g1_i4",1,1967,"+",1967,0,16,288,141,137,89
"TRINITY_DN77327_c2_g1_i6",1,1730,"+",1730,0,13,102,56,75,45
"TRINITY_DN77327_c2_g3_i2",1,235,"+",235,0,0,0,0,0,0
"TRINITY_DN77327_c2_g3_i3",1,597,"+",597,0,0,28,14,8,14
"TRINITY_DN77327_c2_g3_i4",1,633,"+",633,0,0,15,17,5,18
"TRINITY_DN77329_c3_g6_i3",1,279,"+",279,0,4,78,35,22,33
"TRINITY_DN77329_c3_g6_i5",1,296,"+",296,0,36,204,44,43,95
"TRINITY_DN77330_c1_g4_i2",1,206,"+",206,0,31,1,0,3,0
"TRINITY_DN77330_c1_g5_i1",1,426,"+",426,0,3,48,37,54,20
"TRINITY_DN77331_c4_g4_i1",1,594,"+",594,0,0,0,0,0,0
"TRINITY_DN77331_c4_g8_i1",1,300,"+",300,0,0,0,0,0,0
"TRINITY_DN77332_c0_g1_i1",1,510,"+",510,0,383,650,146,90,252
"TRINITY_DN77332_c0_g1_i3",1,2937,"+",2937,0,2,48,27,29,21
"TRINITY_DN77332_c0_g1_i8",1,3320,"+",3320,0,2,48,44,26,26
"TRINITY_DN77334_c0_g1_i1",1,795,"+",795,0,0,16,6,0,5
"TRINITY_DN77334_c1_g4_i1",1,369,"+",369,0,0,0,5,1,3
"TRINITY_DN77336_c1_g1_i1",1,2747,"+",2747,0,14,158,90,239,33
"TRINITY_DN77336_c1_g4_i1",1,239,"+",239,0,0,7,0,0,5
"TRINITY_DN77341_c1_g2_i1",1,2437,"+",2437,0,32,103,55,92,29
"TRINITY_DN77344_c0_g1_i2",1,2009,"+",2009,0,68,76,96,47,98
"TRINITY_DN77344_c0_g1_i3",1,365,"+",365,0,8,19,17,18,17
"TRINITY_DN77344_c0_g1_i6",1,265,"+",265,0,11,46,2,8,6
"TRINITY_DN77344_c0_g1_i7",1,443,"+",443,0,45,20,36,27,59
"TRINITY_DN77344_c0_g1_i8",1,2047,"+",2047,0,63,68,114,80,98
"TRINITY_DN77344_c0_g3_i2",1,757,"+",757,0,0,36,13,23,1
"TRINITY_DN77344_c0_g3_i5",1,792,"+",792,0,6,7,32,53,0
"TRINITY_DN77344_c0_g4_i1",1,262,"+",262,0,5,0,0,0,0
"TRINITY_DN77344_c0_g7_i1",1,320,"+",320,0,0,3,0,0,0
"TRINITY_DN77344_c0_g8_i2",1,319,"+",319,0,1,23,32,18,24
"TRINITY_DN77346_c2_g2_i5",1,2006,"+",2006,0,326,3170,1506,2032,1087
"TRINITY_DN77350_c1_g1_i3",1,994,"+",994,0,14,146,174,189,183
"TRINITY_DN77350_c1_g1_i4",1,1312,"+",1312,0,25,213,256,286,219
"TRINITY_DN77352_c0_g1_i2",1,1661,"+",1661,0,5,327,59,52,72
"TRINITY_DN77353_c0_g1_i1",1,1168,"+",1168,0,58,137,43,68,51
"TRINITY_DN77353_c0_g1_i10",1,762,"+",762,0,5,46,21,25,17
"TRINITY_DN77353_c0_g1_i5",1,2259,"+",2259,0,198,781,666,765,288
"TRINITY_DN77353_c0_g1_i6",1,1074,"+",1074,0,38,297,209,380,109
"TRINITY_DN77353_c0_g3_i1",1,305,"+",305,0,0,3,2,0,0
"TRINITY_DN77354_c0_g1_i3",1,697,"+",697,0,27,142,71,50,49
"TRINITY_DN77354_c0_g1_i4",1,2101,"+",2101,0,4,178,42,27,31
"TRINITY_DN77354_c0_g1_i5",1,1418,"+",1418,0,0,110,49,25,25
"TRINITY_DN77355_c1_g1_i1",1,1006,"+",1006,0,3,23,34,16,16
"TRINITY_DN77355_c1_g1_i2",1,1044,"+",1044,0,2,39,52,20,12
"TRINITY_DN77355_c1_g1_i9",1,1094,"+",1094,0,9,17,23,21,9
"TRINITY_DN77355_c1_g2_i6",1,1120,"+",1120,0,4,63,48,78,8
"TRINITY_DN77355_c1_g2_i8",1,1178,"+",1178,0,18,86,154,216,66
"TRINITY_DN77356_c0_g1_i3",1,899,"+",899,0,11,0,78,210,0
"TRINITY_DN77356_c0_g1_i4",1,1073,"+",1073,0,57,505,316,568,262
"TRINITY_DN77356_c0_g1_i8",1,839,"+",839,0,12,109,50,223,58
"TRINITY_DN77356_c0_g3_i1",1,822,"+",822,0,27,203,61,78,43
"TRINITY_DN77356_c0_g3_i10",1,1022,"+",1022,0,27,186,52,58,47
"TRINITY_DN77356_c0_g3_i5",1,707,"+",707,0,40,227,101,44,86
"TRINITY_DN77356_c0_g3_i7",1,809,"+",809,0,58,253,103,100,63
"TRINITY_DN77359_c0_g4_i1",1,739,"+",739,0,21,303,33,136,19
"TRINITY_DN77361_c1_g2_i2",1,602,"+",602,0,0,42,13,23,19
"TRINITY_DN77361_c1_g3_i17",1,412,"+",412,0,96,224,261,100,322
"TRINITY_DN77362_c1_g9_i1",1,445,"+",445,0,0,20,5,14,4
"TRINITY_DN77363_c2_g8_i1",1,376,"+",376,0,0,8,20,7,20
"TRINITY_DN77367_c2_g1_i2",1,933,"+",933,0,7,30,0,26,5
"TRINITY_DN77367_c2_g6_i1",1,285,"+",285,0,0,59,19,51,13
"TRINITY_DN77369_c0_g3_i1",1,242,"+",242,0,18,0,0,0,0
"TRINITY_DN77369_c0_g4_i1",1,272,"+",272,0,676,27,5,10,27
"TRINITY_DN77369_c1_g1_i1",1,228,"+",228,0,43,0,0,0,1
"TRINITY_DN77370_c0_g1_i4",1,1097,"+",1097,0,14,64,11,31,5
"TRINITY_DN77370_c1_g1_i4",1,2365,"+",2365,0,6,93,34,50,17
"TRINITY_DN77371_c2_g1_i3",1,548,"+",548,0,22,58,70,66,104
"TRINITY_DN77372_c1_g2_i1",1,501,"+",501,0,0,61,15,7,6
"TRINITY_DN77372_c1_g2_i4",1,628,"+",628,0,0,76,14,6,23
"TRINITY_DN77372_c1_g3_i1",1,374,"+",374,0,17,278,55,42,78
"TRINITY_DN77372_c1_g3_i4",1,282,"+",282,0,8,73,36,6,31
"TRINITY_DN77373_c0_g1_i1",1,242,"+",242,0,32,0,0,0,0
"TRINITY_DN77373_c3_g1_i2",1,758,"+",758,0,84,853,1489,833,1404
"TRINITY_DN77375_c0_g5_i3",1,1528,"+",1528,0,0,29,16,6,19
"TRINITY_DN77375_c0_g9_i2",1,1057,"+",1057,0,2,83,29,33,13
"TRINITY_DN77376_c0_g1_i11",1,2311,"+",2311,0,9,196,127,234,93
"TRINITY_DN77376_c0_g1_i15",1,223,"+",223,0,0,0,0,1,0
"TRINITY_DN77376_c0_g1_i16",1,1777,"+",1777,0,32,167,126,114,110
"TRINITY_DN77376_c0_g1_i2",1,258,"+",258,0,0,7,0,1,0
"TRINITY_DN77376_c0_g1_i9",1,1893,"+",1893,0,10,206,121,198,78
"TRINITY_DN77376_c0_g2_i1",1,2224,"+",2224,0,13,122,57,94,22
"TRINITY_DN77378_c0_g1_i1",1,488,"+",488,0,0,31,1,8,2
"TRINITY_DN77378_c1_g11_i1",1,605,"+",605,0,25,31,38,24,54
"TRINITY_DN77378_c1_g11_i2",1,724,"+",724,0,0,7,0,0,0
"TRINITY_DN77378_c1_g4_i4",1,888,"+",888,0,20,91,30,10,31
"TRINITY_DN77381_c0_g1_i1",1,1493,"+",1493,0,1,77,36,97,40
"TRINITY_DN77381_c0_g1_i3",1,586,"+",586,0,0,52,12,2,10
"TRINITY_DN77383_c0_g1_i2",1,2070,"+",2070,0,0,75,23,44,7
"TRINITY_DN77384_c1_g1_i3",1,1168,"+",1168,0,0,114,56,99,32
"TRINITY_DN77384_c1_g1_i6",1,887,"+",887,0,9,55,3986,33,7
"TRINITY_DN77386_c1_g10_i7",1,566,"+",566,0,0,3,11,32,0
"TRINITY_DN77386_c1_g11_i1",1,357,"+",357,0,0,14,0,2,1
"TRINITY_DN77386_c1_g5_i2",1,815,"+",815,0,0,13,5,6,0
"TRINITY_DN77386_c1_g5_i3",1,525,"+",525,0,0,5,3,0,4
"TRINITY_DN77386_c1_g6_i1",1,353,"+",353,0,24,18,18,17,72
"TRINITY_DN77386_c1_g6_i2",1,286,"+",286,0,17,27,37,12,225
"TRINITY_DN77388_c1_g2_i7",1,1399,"+",1399,0,65,513,290,388,159
"TRINITY_DN77388_c1_g3_i2",1,1326,"+",1326,0,241,635,577,442,429
"TRINITY_DN77388_c1_g5_i7",1,480,"+",480,0,64,1305,203,465,117
"TRINITY_DN77389_c2_g1_i6",1,2663,"+",2663,0,20,369,394,246,112
"TRINITY_DN77391_c0_g1_i10",1,863,"+",863,0,4,129,27,55,9
"TRINITY_DN77391_c0_g1_i7",1,2609,"+",2609,0,28,742,309,441,175
"TRINITY_DN77391_c0_g2_i5",1,1352,"+",1352,0,0,57,23,51,22
"TRINITY_DN77391_c0_g3_i8",1,2418,"+",2418,0,0,64,10,15,8
"TRINITY_DN77392_c2_g4_i2",1,1186,"+",1186,0,0,28,71,36,15
"TRINITY_DN77392_c2_g4_i4",1,335,"+",335,0,6,7,17,14,14
"TRINITY_DN77393_c1_g1_i2",1,848,"+",848,0,0,59,9,20,11
"TRINITY_DN77399_c3_g1_i9",1,950,"+",950,0,44,271,126,145,98
"TRINITY_DN77399_c3_g2_i1",1,243,"+",243,0,20,0,0,0,5
"TRINITY_DN77399_c3_g2_i2",1,231,"+",231,0,0,0,0,0,0
"TRINITY_DN77399_c3_g2_i3",1,251,"+",251,0,1,0,0,0,0
"TRINITY_DN77399_c3_g4_i7",1,745,"+",745,0,1,52,16,27,33
"TRINITY_DN77399_c3_g5_i6",1,531,"+",531,0,633,46,27,14,26
"TRINITY_DN773_c0_g1_i2",1,358,"+",358,0,6,9,12,0,3
"TRINITY_DN77400_c0_g5_i1",1,639,"+",639,0,4,38,11,25,11
"TRINITY_DN77401_c0_g2_i4",1,946,"+",946,0,14,61,56,41,25
"TRINITY_DN77401_c0_g2_i6",1,1924,"+",1924,0,23,222,241,272,109
"TRINITY_DN77402_c1_g1_i12",1,320,"+",320,0,16,18,14,15,5
"TRINITY_DN77402_c1_g1_i3",1,555,"+",555,0,26,48,60,67,82
"TRINITY_DN77403_c0_g1_i2",1,278,"+",278,0,1,11,0,6,8
"TRINITY_DN77403_c0_g1_i3",1,1536,"+",1536,0,6,101,37,61,17
"TRINITY_DN77403_c0_g1_i6",1,1096,"+",1096,0,4,53,30,34,16
"TRINITY_DN77404_c0_g1_i5",1,2369,"+",2369,0,2,94,18,85,19
"TRINITY_DN77404_c0_g1_i6",1,775,"+",775,0,0,6,17,30,13
"TRINITY_DN77407_c0_g8_i1",1,423,"+",423,0,89,100,82,56,176
"TRINITY_DN77408_c0_g2_i5",1,1964,"+",1964,0,29,263,70,264,47
"TRINITY_DN77408_c0_g3_i2",1,775,"+",775,0,15,61,14,4,6
"TRINITY_DN77408_c0_g3_i4",1,1570,"+",1570,0,0,47,6,4,0
"TRINITY_DN77408_c0_g3_i6",1,665,"+",665,0,7,260,7,9,48
"TRINITY_DN77408_c0_g4_i3",1,860,"+",860,0,3,42,57,60,33
"TRINITY_DN77408_c0_g5_i1",1,721,"+",721,0,0,4,6,8,8
"TRINITY_DN77408_c0_g7_i1",1,579,"+",579,0,2,7,0,3,0
"TRINITY_DN77409_c0_g1_i10",1,3202,"+",3202,0,13,277,28,100,39
"TRINITY_DN77409_c0_g1_i12",1,1131,"+",1131,0,15,36,22,19,25
"TRINITY_DN77409_c0_g1_i3",1,3417,"+",3417,0,9,342,59,183,103
"TRINITY_DN77409_c1_g1_i1",1,279,"+",279,0,24,8,4,8,3
"TRINITY_DN77410_c0_g2_i1",1,1150,"+",1150,0,62,84,65,32,192
"TRINITY_DN77410_c0_g2_i6",1,574,"+",574,0,32,24,21,15,42
"TRINITY_DN77411_c0_g1_i5",1,1693,"+",1693,0,6,61,20,73,26
"TRINITY_DN77415_c1_g10_i1",1,667,"+",667,0,0,11,4,2,13
"TRINITY_DN77415_c1_g4_i2",1,565,"+",565,0,0,0,0,7,0
"TRINITY_DN77415_c1_g5_i1",1,835,"+",835,0,1,18,5,6,10
"TRINITY_DN77416_c0_g2_i4",1,1454,"+",1454,0,88,454,306,568,209
"TRINITY_DN77416_c0_g2_i6",1,370,"+",370,0,5,90,60,70,45
"TRINITY_DN77419_c0_g1_i1",1,266,"+",266,0,2,103,11,9,20
"TRINITY_DN77419_c0_g1_i3",1,1374,"+",1374,0,39,119,36,27,48
"TRINITY_DN77419_c0_g1_i6",1,1163,"+",1163,0,13,50,23,19,14
"TRINITY_DN77419_c0_g1_i7",1,225,"+",225,0,3,32,9,2,7
"TRINITY_DN77421_c2_g2_i2",1,1444,"+",1444,0,0,56,3,27,0
"TRINITY_DN77422_c1_g1_i4",1,1149,"+",1149,0,25,232,132,159,56
"TRINITY_DN77422_c1_g1_i5",1,833,"+",833,0,0,79,11,117,55
"TRINITY_DN77422_c1_g1_i6",1,1121,"+",1121,0,9,167,39,174,71
"TRINITY_DN77422_c1_g1_i8",1,838,"+",838,0,3,77,32,108,39
"TRINITY_DN77423_c0_g2_i2",1,1084,"+",1084,0,5,106,29,54,39
"TRINITY_DN77423_c0_g2_i4",1,3056,"+",3056,0,30,290,90,186,62
"TRINITY_DN77424_c1_g3_i1",1,417,"+",417,0,49,153,54,31,53
"TRINITY_DN77424_c1_g3_i3",1,469,"+",469,0,15,50,57,37,42
"TRINITY_DN77425_c0_g1_i6",1,2127,"+",2127,0,12,91,36,99,17
"TRINITY_DN77425_c0_g1_i7",1,250,"+",250,0,23,28,19,36,25
"TRINITY_DN77425_c0_g1_i8",1,1915,"+",1915,0,0,87,22,97,16
"TRINITY_DN77427_c1_g2_i2",1,612,"+",612,0,0,3,0,8,8
"TRINITY_DN77428_c1_g1_i10",1,1334,"+",1334,0,62,100,141,105,75
"TRINITY_DN77428_c1_g1_i13",1,612,"+",612,0,19,145,18,19,774
"TRINITY_DN77428_c1_g1_i7",1,234,"+",234,0,30,21,62,39,22
"TRINITY_DN77428_c2_g1_i1",1,215,"+",215,0,421,8,10,28,12
"TRINITY_DN77430_c0_g7_i1",1,588,"+",588,0,0,11,2,3,15
"TRINITY_DN77431_c0_g1_i2",1,934,"+",934,0,383,480,499,440,855
"TRINITY_DN77431_c0_g1_i5",1,562,"+",562,0,1,27,11,19,1
"TRINITY_DN77431_c0_g1_i7",1,1039,"+",1039,0,0,78,16,28,1
"TRINITY_DN77431_c0_g1_i8",1,911,"+",911,0,6,88,23,37,5
"TRINITY_DN77432_c0_g1_i2",1,1466,"+",1466,0,20,106,66,19,60
"TRINITY_DN77433_c1_g1_i2",1,3972,"+",3972,0,25,350,75,151,44
"TRINITY_DN77434_c2_g2_i2",1,845,"+",845,0,89,494,156,345,969
"TRINITY_DN77434_c2_g2_i4",1,805,"+",805,0,43,268,94,270,508
"TRINITY_DN77434_c2_g7_i1",1,211,"+",211,0,97,3,1,4,10
"TRINITY_DN77435_c1_g7_i1",1,1133,"+",1133,0,0,15,9,14,7
"TRINITY_DN77437_c2_g1_i2",1,1488,"+",1488,0,124,895,354,772,313
"TRINITY_DN77438_c0_g1_i8",1,1821,"+",1821,0,2,66,47,64,29
"TRINITY_DN77438_c0_g1_i9",1,1268,"+",1268,0,1,73,64,63,10
"TRINITY_DN77439_c0_g1_i3",1,248,"+",248,0,27,70,20,14,38
"TRINITY_DN77439_c0_g1_i7",1,1705,"+",1705,0,49,68,46,11,42
"TRINITY_DN77439_c0_g2_i1",1,1468,"+",1468,0,0,44,11,10,8
"TRINITY_DN77441_c1_g4_i2",1,348,"+",348,0,49,87,241,58,173
"TRINITY_DN77442_c0_g2_i10",1,284,"+",284,0,0,5,5,0,4
"TRINITY_DN77442_c0_g2_i6",1,1015,"+",1015,0,2,26,48,28,13
"TRINITY_DN77442_c0_g2_i9",1,689,"+",689,0,24,42,214,29,71
"TRINITY_DN77442_c0_g4_i1",1,515,"+",515,0,13,55,89,79,28
"TRINITY_DN77442_c0_g4_i3",1,925,"+",925,0,12,107,143,82,68
"TRINITY_DN77446_c3_g2_i1",1,283,"+",283,0,0,1,1,0,0
"TRINITY_DN77446_c3_g4_i3",1,3459,"+",3459,0,0,317,57,94,43
"TRINITY_DN77446_c3_g5_i1",1,798,"+",798,0,1,33,6,6,2
"TRINITY_DN77448_c0_g1_i1",1,540,"+",540,0,0,17,1,1,0
"TRINITY_DN77448_c0_g1_i2",1,631,"+",631,0,0,18,5,7,2
"TRINITY_DN77448_c0_g1_i3",1,472,"+",472,0,2,5,0,0,0
"TRINITY_DN77448_c0_g1_i4",1,651,"+",651,0,0,20,4,5,6
"TRINITY_DN77448_c0_g1_i6",1,503,"+",503,0,91,19,12,8,6
"TRINITY_DN77449_c1_g1_i5",1,601,"+",601,0,0,13,0,5,8
"TRINITY_DN77449_c1_g1_i6",1,895,"+",895,0,12,91,28,46,42
"TRINITY_DN77449_c1_g2_i1",1,276,"+",276,0,0,4,5,38,0
"TRINITY_DN77449_c1_g2_i2",1,318,"+",318,0,0,1,0,0,0
"TRINITY_DN77450_c0_g1_i1",1,798,"+",798,0,13,230,59,62,27
"TRINITY_DN77451_c3_g1_i17",1,223,"+",223,0,0,4,7,6,2
"TRINITY_DN77451_c3_g1_i20",1,704,"+",704,0,1,11,15,22,3
"TRINITY_DN77451_c3_g1_i23",1,435,"+",435,0,132,36,31,29,26
"TRINITY_DN77451_c3_g1_i25",1,1902,"+",1902,0,14,155,95,106,37
"TRINITY_DN77451_c3_g1_i3",1,1972,"+",1972,0,8,157,60,119,26
"TRINITY_DN77451_c3_g1_i8",1,993,"+",993,0,0,25,36,22,16
"TRINITY_DN77455_c0_g1_i1",1,420,"+",420,0,211,1532,1798,1672,882
"TRINITY_DN77455_c0_g1_i3",1,1213,"+",1213,0,614,6061,3785,6961,3012
"TRINITY_DN77457_c1_g5_i1",1,536,"+",536,0,13,82,74,90,72
"TRINITY_DN77458_c1_g5_i1",1,397,"+",397,0,14,8,10,7,2
"TRINITY_DN77459_c3_g3_i1",1,231,"+",231,0,41,0,0,0,0
"TRINITY_DN77459_c3_g6_i1",1,252,"+",252,0,177,19,23,13,32
"TRINITY_DN77459_c3_g7_i1",1,209,"+",209,0,54,0,0,0,4
"TRINITY_DN77459_c3_g8_i1",1,227,"+",227,0,42,0,4,0,0
"TRINITY_DN77459_c3_g9_i2",1,210,"+",210,0,61,1,6,2,3
"TRINITY_DN77459_c4_g1_i1",1,225,"+",225,0,34,656,161,70,331
"TRINITY_DN77461_c1_g5_i5",1,894,"+",894,0,40,113,149,146,196
"TRINITY_DN77462_c1_g1_i2",1,1123,"+",1123,0,9,50,22,41,135
"TRINITY_DN77464_c1_g3_i11",1,808,"+",808,0,0,0,0,45,0
"TRINITY_DN77464_c1_g3_i4",1,1695,"+",1695,0,29,585,296,459,118
"TRINITY_DN77464_c1_g3_i5",1,650,"+",650,0,14,34,5,20,9
"TRINITY_DN77465_c0_g10_i1",1,294,"+",294,0,13,0,0,4,5
"TRINITY_DN77467_c2_g1_i1",1,288,"+",288,0,202,1,4,1,16
